article_id,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20
A0656,0.406,0.817,0.187,0.652,0.017,0.825,0.196,0.042,0.961,0.516,0.452,0.974,0.165,0.63,0.236,0.631,0.546,0.038,0.912,0.463
A0657,0.643,0.085,0.215,0.17,0.655,0.094,0.704,0.629,0.568,0.303,0.355,0.138,0.398,0.353,0.163,0.075,0.64,0.444,0.287,0.569
A0658,0.796,0.622,0.975,0.975,0.191,0.726,0.424,0.957,0.027,0.865,0.616,0.167,0.955,0.427,0.271,0.413,0.076,0.664,0.026,0.729
A0659,0.77,0.369,0.437,0.966,0.18,0.668,0.112,0.521,0.481,0.869,0.042,0.229,0.296,0.565,0.827,0.66,0.612,0.532,0.509,0.414
A0660,0.828,0.746,0.65,0.465,0.981,0.167,0.92,0.918,0.198,0.835,0.088,0.258,0.769,0.727,0.185,0.938,0.156,0.243,0.918,0.955
A0661,0.422,0.845,0.198,0.444,0.303,0.053,0.6,0.782,0.681,0.96,0.83,0.835,0.888,0.375,0.33,0.268,0.814,0.195,0.112,0.876
A0662,0.847,0.637,0.874,0.032,0.589,0.975,0.414,0.856,0.66,0.88,0.063,0.126,0.8,0.292,0.668,0.973,0.507,0.632,0.167,0.524
A0663,0.538,0.54,0.069,0.039,0.524,0.998,0.44,0.837,0.764,0.816,0.412,0.098,0.877,0.618,0.019,0.973,0.301,0.106,0.737,0.065
A0664,0.289,0.161,0.655,0.04,0.772,0.4,0.061,0.851,0.763,0.716,0.859,0.459,0.988,0.86,0.346,0.148,0.638,0.916,0.271,0.894
A0665,0.377,0.032,0.669,0.907,0.751,0.828,0.348,0.867,0.558,0.519,0.963,0.728,0.952,0.702,0.523,0.908,0.911,0.194,0.686,0.294
A0666,0.176,0.523,0.334,0.602,0.107,0.566,0.046,0.869,0.413,0.851,0.027,0.28,0.946,0.328,0.441,0.495,0.738,0.777,0.094,0.169
A0667,0.732,0.399,0.906,0.011,0.127,0.01,0.538,0.664,0.728,1.0,0.762,0.947,0.908,0.336,0.103,0.16,0.522,0.026,0.519,0.51
A0668,0.029,0.623,0.36,0.148,0.656,0.68,0.303,0.996,0.497,0.166,0.96,0.904,0.519,0.437,0.004,0.678,0.947,0.046,0.599,0.77
A0669,0.82,0.426,0.904,0.552,0.2,0.426,0.181,0.596,0.405,0.979,0.289,0.345,0.894,0.819,0.79,0.21,0.047,0.37,0.846,0.379
A0670,0.07,0.999,0.236,0.064,0.521,0.2,0.027,0.39,0.269,0.322,0.964,0.064,0.556,0.312,0.936,0.734,0.025,0.243,0.457,0.505
A0671,0.35,0.141,0.247,0.137,0.939,0.398,0.799,0.984,0.732,0.265,0.817,0.26,0.783,0.715,0.368,0.505,0.299,0.213,0.709,0.257
A0672,0.238,0.792,0.934,0.181,0.982,0.255,0.149,0.175,0.635,0.665,0.947,0.734,0.999,0.203,0.94,0.967,0.538,0.411,0.709,0.293
A0673,0.81,0.559,0.407,0.791,0.101,0.956,0.599,0.896,0.35,0.106,0.354,0.547,0.781,0.521,0.325,0.322,0.137,0.525,0.602,0.214
A0674,0.899,0.824,0.667,0.729,0.007,0.843,0.223,0.123,0.436,0.468,0.285,0.878,0.488,0.0,0.737,0.96,0.261,0.361,0.643,0.476
A0675,0.888,0.757,0.523,0.837,0.399,0.463,0.736,0.558,0.227,0.979,0.044,0.01,0.23,0.296,0.915,0.97,0.928,0.625,0.713,0.275
A0676,0.239,0.344,0.601,0.088,0.986,0.074,0.705,0.646,0.222,0.803,0.894,0.308,0.033,0.353,0.71,0.349,0.311,0.92,0.602,0.675
A0677,0.757,0.762,0.791,0.644,0.46,0.762,0.758,0.122,0.478,0.151,0.746,0.426,0.045,0.742,0.515,0.702,0.086,0.892,0.503,0.1
A0678,0.325,0.044,0.097,0.991,0.435,0.084,0.646,0.819,0.421,0.243,0.902,0.865,0.422,0.669,0.822,0.438,0.244,0.959,0.623,0.534
A0679,0.914,0.355,0.994,0.65,0.269,0.155,0.014,0.158,0.591,0.525,0.027,0.352,0.846,0.549,0.827,0.635,0.018,0.306,0.524,0.561
A0680,0.939,0.42,0.49,0.459,0.185,0.254,0.564,0.202,0.767,0.884,0.73,0.506,0.158,0.188,0.488,0.058,0.862,0.149,0.757,0.972
A0681,0.119,0.325,0.819,0.26,0.151,0.687,0.228,0.433,0.24,0.96,0.242,0.352,0.062,0.007,0.605,0.993,0.541,0.149,0.503,0.953
A0682,0.453,0.922,0.694,0.026,0.97,0.695,0.134,0.215,0.794,0.977,0.756,0.941,0.583,0.567,0.331,0.625,0.84,0.341,0.911,0.86
A0683,0.654,0.181,0.074,0.815,0.414,0.199,0.004,0.54,0.084,0.099,0.57,0.692,0.921,0.81,0.048,0.683,0.863,0.583,0.961,0.888
A0684,0.637,0.727,0.211,0.102,0.947,0.373,0.986,0.899,0.011,0.327,0.308,0.65,0.586,0.866,0.48,0.545,0.257,0.641,0.618,0.045
A0685,0.283,0.958,0.037,0.301,0.695,0.373,0.297,0.665,0.584,0.297,0.121,0.578,0.977,0.307,0.751,0.054,0.552,0.077,0.979,0.577
A0686,0.236,0.581,0.322,0.673,0.37,0.384,0.477,0.916,0.203,0.027,0.573,0.846,0.528,0.621,0.438,0.48,0.546,0.262,0.962,0.597
A0687,0.803,0.143,0.902,0.399,0.011,0.533,0.757,0.2,0.548,0.044,0.798,0.975,0.984,0.875,0.242,0.33,0.922,0.53,0.777,0.962
A0688,0.768,0.976,0.146,0.851,0.79,0.862,0.703,0.872,0.685,0.784,0.064,0.522,0.038,0.197,0.781,0.375,0.417,0.969,0.915,0.742
A0689,0.825,0.326,0.246,0.617,0.677,0.467,0.349,0.578,0.537,0.412,0.344,0.015,0.187,0.504,0.711,0.964,0.359,0.375,0.63,0.363
A0690,0.876,0.931,0.378,0.32,0.533,0.272,0.231,0.907,0.821,0.709,0.612,0.964,0.606,0.426,0.534,0.547,0.401,0.609,0.497,0.627
A0691,0.308,0.52,0.666,0.984,0.408,0.331,0.614,0.75,0.746,0.164,0.88,0.791,0.546,0.878,0.504,0.323,0.894,0.524,0.515,0.619
A0692,0.643,0.272,0.826,0.996,0.65,0.44,0.543,0.045,0.606,0.796,0.147,0.419,0.719,0.684,0.6,0.578,0.495,0.212,0.895,0.504
A0693,0.775,0.595,0.6,0.365,0.113,0.132,0.093,0.858,0.377,0.654,0.686,0.983,0.369,0.806,0.273,0.248,0.397,0.994,0.453,0.338
A0694,0.196,0.354,0.954,0.96,0.896,0.645,0.036,0.888,0.523,0.952,0.387,0.527,0.049,0.826,0.324,0.936,0.219,0.656,0.522,0.146
A0695,0.968,0.864,0.187,0.023,0.134,0.352,0.513,0.4,0.514,0.558,0.742,0.668,0.448,0.712,0.136,0.235,0.271,0.791,0.316,0.672
A0696,0.562,0.782,0.928,0.272,0.338,0.942,0.671,0.217,0.543,0.835,0.031,0.383,0.701,0.462,0.404,0.71,0.188,0.005,0.161,0.781
A0697,0.999,0.028,0.997,0.129,0.366,0.054,0.615,0.68,0.68,0.156,0.825,0.363,0.666,0.111,0.061,0.051,0.056,0.306,0.479,0.123
A0698,0.078,0.056,0.185,0.538,0.409,0.031,0.962,0.189,0.578,0.585,0.665,0.486,0.522,0.954,0.694,0.157,0.902,0.027,0.988,0.163
A0699,0.601,0.94,0.923,0.051,0.13,0.093,0.355,0.459,0.475,0.142,0.789,0.141,0.287,0.394,0.754,0.662,0.688,0.132,0.397,0.12
A0700,0.553,0.742,0.435,0.822,0.558,0.629,0.705,0.681,0.073,0.681,0.734,0.73,0.907,0.288,0.38,0.962,0.806,0.392,0.887,0.567
A0701,0.761,0.652,0.432,0.064,0.426,0.673,0.236,0.013,0.867,0.653,0.615,0.244,0.215,0.874,0.064,0.275,0.532,0.997,0.467,0.06
A0702,0.156,0.399,0.92,0.408,0.716,0.419,0.807,0.28,0.479,0.754,0.932,0.988,0.831,0.241,0.756,0.813,0.069,0.574,0.144,0.125
A0703,0.185,0.709,0.965,0.352,0.371,0.098,0.085,0.621,0.025,0.396,0.65,0.214,0.313,0.686,0.355,0.817,0.683,0.766,0.777,0.742
A0704,0.174,0.843,0.907,0.241,0.463,0.406,0.836,0.535,0.878,0.366,0.132,0.129,0.3,0.431,0.022,0.461,0.136,0.875,0.014,0.732
A0705,0.875,0.911,0.104,0.019,0.497,0.803,0.7,0.124,0.461,0.036,0.074,0.703,0.358,0.904,0.042,0.708,0.339,0.884,0.679,0.066
A0706,0.656,0.074,0.558,0.125,0.034,0.478,0.832,0.012,0.733,0.096,0.877,0.019,0.015,0.521,0.733,0.481,0.928,0.903,0.942,0.208
A0707,0.45,0.204,0.939,0.857,0.613,0.628,0.118,0.776,0.101,0.972,0.242,0.054,0.925,0.191,0.041,0.064,0.382,0.416,0.552,0.601
A0708,0.368,0.128,0.352,0.855,0.39,0.488,0.43,0.531,0.157,0.537,0.48,0.431,0.854,0.001,0.909,0.736,0.339,0.578,0.917,0.08
A0709,0.54,0.407,0.807,0.344,0.88,0.767,0.844,0.515,0.138,0.984,0.547,0.838,0.286,0.891,0.972,0.992,0.598,0.942,0.113,0.973
A0710,0.099,0.409,0.214,0.27,0.577,0.813,0.908,0.857,0.622,0.037,0.516,0.026,0.76,0.078,0.432,0.642,0.092,0.332,0.329,0.486
A0711,0.949,0.545,0.374,0.985,0.248,0.24,0.677,0.22,0.142,0.856,0.63,0.629,0.432,0.791,0.973,0.135,0.257,0.512,0.437,0.857
A0712,0.832,0.165,0.359,0.104,0.911,0.717,0.346,0.812,0.659,0.23,0.94,0.332,0.498,0.478,0.968,0.975,0.122,0.786,0.121,0.144
A0713,0.376,0.139,0.65,0.003,0.184,0.99,0.144,0.074,0.488,0.023,0.143,0.488,0.757,0.614,0.074,0.027,0.001,0.867,0.934,0.674
A0714,0.186,0.963,0.461,0.662,0.683,1.0,0.996,0.61,0.091,0.181,0.309,0.677,0.064,0.542,0.655,0.5,0.438,0.025,0.789,0.428
A0715,0.248,0.468,0.421,0.241,0.322,0.382,0.692,0.519,0.292,0.221,0.038,0.5,0.163,0.716,0.392,0.126,0.495,0.252,0.501,0.43
A0716,0.849,0.967,0.509,0.97,0.629,0.799,0.033,0.934,0.627,0.16,0.46,0.025,0.394,0.612,0.626,0.158,0.13,0.355,0.718,0.336
A0717,0.473,0.636,0.894,0.252,0.066,0.205,0.969,0.557,0.839,0.943,0.338,0.261,0.249,0.18,0.066,0.955,0.398,0.615,0.675,0.437
A0718,0.161,0.262,0.596,0.363,0.652,0.428,0.818,0.361,0.635,0.602,0.085,0.93,0.739,0.691,0.567,0.842,0.291,0.925,0.494,0.971
A0719,0.632,0.364,0.967,0.673,0.952,0.088,0.21,0.146,0.373,0.373,0.286,0.122,0.498,0.212,0.814,0.564,0.275,0.112,0.781,0.277
A0720,0.743,0.403,0.339,0.617,0.867,0.818,0.157,0.467,0.847,0.788,0.033,0.785,0.044,0.546,0.73,0.491,0.203,0.515,0.304,0.283
A0721,0.135,0.912,0.62,0.476,0.648,0.424,0.648,0.094,0.788,0.407,0.153,0.706,0.686,0.896,0.302,0.376,0.164,0.169,0.256,0.394
A0722,0.031,0.403,0.281,0.143,0.235,0.319,0.618,0.537,0.4,0.169,0.023,0.62,0.807,0.751,0.033,0.29,0.089,0.585,0.212,0.783
A0723,0.337,0.247,0.189,0.708,0.653,0.716,0.646,0.206,0.246,0.313,0.795,0.44,0.718,0.937,0.824,0.924,0.202,0.951,0.078,0.674
A0724,0.954,0.582,0.411,0.05,0.017,0.057,0.337,0.765,0.41,0.768,0.308,0.599,0.495,0.886,0.345,0.028,0.791,0.019,0.894,0.071
A0725,0.393,0.967,0.352,0.595,0.48,0.253,0.532,0.099,0.514,0.112,0.113,0.795,0.754,0.315,0.485,0.375,0.249,0.51,0.605,0.029
A0726,0.572,0.829,0.837,0.302,0.31,0.862,0.641,0.696,0.587,0.026,0.922,0.601,0.037,0.937,0.484,0.984,0.988,0.432,0.6,0.413
A0727,0.654,0.562,0.988,0.593,0.273,0.476,0.871,0.504,0.817,0.854,0.627,0.76,0.993,0.385,0.551,0.433,0.968,0.964,0.745,0.745
A0728,0.987,0.836,0.39,0.764,0.87,0.049,0.32,0.385,0.054,0.986,0.373,0.728,0.322,0.057,0.02,0.36,0.324,0.742,0.663,0.663
A0729,0.867,0.25,0.695,0.85,0.13,0.338,0.521,0.73,0.366,0.286,0.292,0.703,0.205,0.433,0.499,0.828,0.684,0.823,0.262,0.824
A0730,0.774,0.292,0.299,0.057,0.766,0.486,0.819,0.187,0.288,0.382,0.592,0.24,0.102,0.931,0.506,0.372,0.749,0.238,0.747,0.324
A0731,0.232,0.58,0.655,0.369,0.234,0.031,0.178,0.664,0.507,0.085,0.391,0.001,0.776,0.849,0.437,0.565,0.67,0.99,0.891,0.123
A0732,0.336,0.483,0.976,0.943,0.891,0.691,0.255,0.721,0.775,0.376,0.017,0.467,0.115,0.686,0.369,0.398,0.783,0.199,0.406,0.471
A0733,0.74,0.37,0.233,0.999,0.443,0.942,0.472,0.274,0.845,0.042,0.509,0.844,0.721,0.043,0.036,0.341,0.352,0.303,0.125,0.808
A0734,0.726,0.75,0.788,0.773,0.541,0.776,0.367,0.462,0.428,0.869,0.567,0.164,0.944,0.358,0.227,0.201,0.414,0.368,0.155,0.309
A0735,0.27,0.379,0.492,0.681,0.58,0.881,0.717,0.323,0.119,0.762,0.684,0.204,0.414,0.528,0.244,0.254,0.155,0.934,0.881,0.926
A0736,0.477,0.121,0.505,0.795,0.586,0.818,0.121,0.24,0.592,0.956,0.704,0.31,0.851,0.089,0.447,0.228,0.932,0.512,0.04,0.549
A0737,0.904,0.898,0.97,0.504,0.365,0.48,0.735,0.697,0.088,0.56,0.005,0.103,0.255,0.883,0.09,0.296,0.098,0.277,0.285,0.287
A0738,0.077,0.669,0.941,0.754,0.372,0.461,0.701,0.195,0.51,0.493,0.487,0.758,0.421,0.638,0.084,0.178,0.547,0.262,0.02,0.991
A0739,0.304,0.009,0.272,0.464,0.171,0.837,0.952,0.568,0.89,0.447,0.674,0.836,0.647,0.147,0.268,0.076,0.137,0.796,0.351,0.073
A0740,0.751,0.459,0.123,0.166,0.863,0.8,0.403,0.94,0.89,0.004,0.732,0.534,0.533,0.6,0.212,0.636,0.844,0.461,0.194,0.842
A0741,0.977,0.229,0.871,0.035,0.984,0.242,0.974,0.344,0.646,0.794,0.482,0.984,0.823,0.924,0.221,0.403,0.165,0.792,0.213,0.739
A0742,0.979,0.157,0.208,0.751,0.468,0.044,0.107,0.706,0.287,0.144,0.79,0.525,0.288,0.602,0.982,0.724,0.687,0.647,0.192,0.72
A0743,0.915,0.74,0.337,0.192,0.995,0.338,0.261,0.382,0.432,0.956,0.26,0.91,0.832,0.659,0.928,0.821,0.782,0.366,0.7,0.791
A0744,0.817,0.381,0.58,0.021,0.928,0.344,0.313,0.129,0.453,0.114,0.726,0.803,0.639,0.329,0.82,0.481,0.141,0.766,0.923,0.376
A0745,0.801,0.151,0.919,0.916,0.417,0.656,0.375,0.949,0.339,0.995,0.682,0.026,0.272,0.496,0.434,0.452,0.061,0.145,0.292,0.854
A0746,0.08,0.978,0.035,0.912,0.33,0.551,0.927,0.974,0.261,0.79,0.202,0.633,0.937,0.187,0.897,0.601,0.472,0.425,0.876,0.57
A0747,0.054,0.127,0.824,0.316,0.724,0.552,0.865,0.336,0.244,0.933,0.515,0.913,0.411,0.41,0.967,0.118,0.939,0.821,0.117,0.001
A0748,0.202,0.123,0.049,0.228,0.533,0.276,0.596,0.973,0.561,0.075,0.06,0.112,0.752,0.651,0.803,0.445,0.224,0.178,0.545,0.649
A0749,0.32,0.323,0.114,0.245,0.518,0.777,0.423,0.025,0.282,0.073,0.614,0.82,0.043,0.435,0.159,0.695,0.834,0.221,0.799,0.363
A0750,0.505,0.478,0.601,0.706,0.619,0.906,0.448,0.621,0.214,0.647,0.44,0.337,0.359,0.697,0.089,0.92,0.861,0.749,0.043,0.348
A0751,0.86,0.223,0.115,0.69,0.674,0.841,0.447,0.061,0.234,0.856,0.257,0.036,0.954,0.314,0.619,0.544,0.56,0.01,0.488,0.016
A0752,0.66,0.96,0.983,0.685,0.234,0.035,0.51,0.487,0.319,0.495,0.134,0.923,0.792,0.024,0.344,0.028,0.601,0.148,0.979,0.885
A0753,0.502,0.105,0.472,0.426,0.321,0.636,0.912,0.59,0.636,0.527,0.03,0.485,0.682,0.422,0.634,0.88,0.411,0.058,0.556,0.942
A0754,0.462,0.144,0.485,0.807,0.349,0.646,0.622,0.929,0.808,0.354,0.338,0.91,0.577,0.232,0.555,0.868,0.045,0.392,0.416,0.501
A0755,0.151,0.483,0.813,0.205,0.81,0.902,0.033,0.21,0.476,0.87,0.8,0.196,0.44,0.492,0.994,0.252,0.051,0.408,0.825,0.523
A0756,0.303,0.537,0.758,0.421,0.894,0.398,0.73,0.521,0.176,0.984,0.062,0.596,0.842,0.846,0.446,0.327,0.161,0.72,0.203,0.411
A0757,0.974,0.994,0.342,0.872,0.317,0.258,0.671,0.377,0.484,0.057,0.031,0.417,0.106,0.974,0.838,0.47,0.299,0.953,0.875,0.172
A0758,0.491,0.147,0.686,0.695,0.516,0.554,0.249,0.041,0.678,0.944,0.782,0.634,0.83,0.092,0.22,0.016,0.093,0.253,0.726,0.035
A0759,0.423,0.614,0.836,0.358,0.337,0.345,0.097,0.634,0.844,0.016,0.454,0.149,0.714,0.741,0.745,0.636,0.192,0.77,0.637,0.421
A0760,0.354,0.022,0.809,0.349,0.777,0.027,0.638,0.356,0.688,0.656,0.702,0.177,0.593,0.687,0.742,0.483,0.172,0.557,0.801,0.134
A0761,0.4,0.29,0.679,0.727,0.351,0.574,0.383,0.249,0.555,0.237,0.942,0.156,0.169,0.461,0.487,0.764,0.254,0.408,0.22,0.071
A0762,0.304,0.172,0.813,0.161,0.457,0.31,0.478,0.894,0.706,0.71,0.331,0.439,0.14,0.165,0.132,0.658,0.29,0.06,0.147,0.85
A0763,0.608,0.533,0.134,0.535,0.349,0.845,0.311,0.971,0.736,0.556,0.817,0.131,0.704,0.392,0.577,0.488,0.698,0.207,0.979,0.549
A0764,0.109,0.394,0.31,0.644,0.868,0.441,0.925,0.366,0.571,0.481,0.908,0.385,0.592,0.437,0.178,0.681,0.884,0.673,0.575,0.903
A0765,0.644,0.997,0.729,0.665,0.326,0.381,0.178,0.808,0.518,0.709,0.388,0.935,0.267,0.057,0.938,0.26,0.229,0.333,0.202,0.645
A0766,0.082,0.783,0.002,0.282,0.602,0.847,0.763,0.575,0.486,0.488,0.061,0.334,0.844,0.225,0.415,0.645,0.513,0.184,0.704,0.199
A0767,0.703,0.804,0.35,0.411,0.985,0.88,0.667,0.785,0.381,0.903,0.949,0.35,0.493,0.895,0.047,0.097,0.801,0.335,0.246,0.664
A0768,0.944,0.884,0.126,0.882,0.167,0.467,0.347,0.486,0.501,0.874,0.851,0.352,0.762,0.221,0.311,0.282,0.134,0.653,0.362,0.853
A0769,0.638,0.422,0.874,0.186,0.832,0.351,0.406,0.574,0.359,0.523,0.437,0.318,0.39,0.325,0.567,0.849,0.622,0.469,0.036,0.35
A0770,0.366,0.236,0.04,0.588,0.421,0.105,0.981,0.102,0.878,0.855,0.171,0.892,0.221,0.344,0.51,0.691,0.582,0.33,0.24,0.184
A0771,0.733,0.548,0.106,0.367,0.425,0.732,0.344,0.173,0.674,0.235,0.358,0.695,0.644,0.194,0.027,0.576,0.33,0.997,0.916,0.336
A0772,0.616,0.804,0.738,0.674,0.573,0.048,0.857,0.144,0.742,0.215,0.372,0.601,0.244,0.4,0.518,0.308,0.82,0.871,0.27,0.874
A0773,0.663,0.158,0.537,0.666,0.44,0.801,0.395,0.457,0.445,0.478,0.834,0.567,0.891,0.872,0.342,0.098,0.667,0.586,0.273,0.283
A0774,0.942,0.129,0.826,0.996,0.932,0.237,0.968,0.645,0.917,0.4,0.495,0.649,0.58,0.896,0.226,0.261,0.354,0.739,0.962,0.731
A0775,0.774,0.142,0.961,0.032,0.161,0.08,0.674,0.132,0.418,0.395,0.884,0.2,0.215,0.115,0.506,0.241,0.37,0.781,0.677,0.859
A0776,0.843,0.52,0.62,0.023,0.398,0.786,0.942,0.439,0.289,0.224,0.684,0.542,0.323,0.331,0.696,0.962,0.407,0.182,0.542,0.804
A0777,0.638,0.239,0.856,0.716,0.956,0.337,0.669,0.277,0.434,0.375,0.061,0.202,0.751,0.226,0.33,0.196,0.129,0.425,0.572,0.437
A0778,0.531,0.303,0.492,0.468,0.11,0.398,0.793,0.723,0.048,0.832,0.974,0.706,0.974,0.832,0.8,0.479,0.74,0.716,0.275,0.574
A0779,0.292,0.361,0.008,0.222,0.181,0.412,0.712,0.505,0.84,0.321,0.656,0.549,0.788,0.476,0.029,0.625,0.056,0.443,0.359,0.936
A0780,0.346,0.436,0.497,0.496,0.212,0.396,0.311,0.806,0.017,0.404,0.937,0.192,0.061,0.361,0.048,0.894,0.621,0.816,0.603,0.827
A0781,0.948,0.005,0.8,0.5,0.402,0.541,0.443,0.183,0.951,0.508,0.455,0.685,0.844,0.8,0.641,0.609,0.255,0.881,0.372,0.933
A0782,0.347,0.326,0.462,0.269,0.684,0.729,0.534,0.165,0.557,0.107,0.084,0.555,0.659,0.06,0.69,0.801,0.766,0.497,0.681,0.867
A0783,0.169,0.478,0.178,0.828,0.632,0.998,0.724,0.751,0.783,0.735,0.719,0.079,0.196,0.669,0.725,0.135,0.379,0.679,0.443,0.048
A0784,0.999,0.689,0.13,0.242,0.926,0.445,0.393,0.538,0.422,0.486,0.813,0.945,0.427,0.053,0.619,0.731,0.129,0.75,0.284,0.641
A0785,0.186,0.523,0.838,0.377,0.177,0.202,0.734,0.054,0.857,0.593,0.733,0.229,0.05,0.27,0.005,0.107,0.039,0.637,0.06,0.319
A0786,0.391,0.968,0.438,0.384,0.509,0.308,0.201,0.876,0.584,0.853,0.502,0.078,0.639,0.016,0.825,0.757,0.784,0.33,0.898,0.276
A0787,0.574,0.753,0.165,0.206,0.183,0.346,0.073,0.155,0.249,0.211,0.813,0.995,0.934,0.007,0.833,0.232,0.761,0.107,0.664,0.203
A0788,0.652,0.839,0.05,0.877,0.959,0.627,0.569,0.89,0.523,0.95,0.237,0.294,0.162,0.427,0.315,0.758,0.52,0.188,0.821,0.8
A0789,0.793,0.242,0.007,0.775,0.566,0.405,0.065,0.078,0.483,0.299,0.117,0.601,0.208,0.643,0.219,0.925,0.401,0.392,0.658,0.494
A0790,0.953,0.46,0.948,0.56,0.118,0.438,0.737,0.571,0.568,0.839,0.036,0.259,0.045,0.766,0.66,0.624,0.41,0.507,0.163,0.995
A0791,0.563,0.754,0.489,0.485,0.453,0.277,0.903,0.257,0.103,0.157,0.585,0.431,0.958,0.012,0.386,0.922,0.771,0.164,0.338,0.989
A0792,0.854,0.418,0.647,0.354,0.839,0.415,0.882,0.32,0.874,0.408,0.126,0.463,0.06,0.495,0.2,0.772,0.667,0.379,0.327,0.137
A0793,0.47,0.696,0.306,0.948,0.004,0.644,0.371,0.227,0.176,0.958,0.185,0.259,0.775,0.338,0.334,0.821,0.945,0.865,0.44,0.961
A0794,0.499,0.852,0.172,0.814,0.774,0.971,0.802,0.23,0.951,0.082,0.692,0.345,0.015,0.625,0.533,0.656,0.015,0.697,0.881,0.502
A0795,0.79,0.355,0.45,0.293,0.522,0.322,0.57,0.905,0.685,0.334,0.568,0.912,0.686,0.17,0.894,0.573,0.748,0.887,0.007,0.146
A0796,0.489,0.288,0.929,0.287,0.56,0.714,0.289,0.946,0.1,0.352,0.307,0.347,0.986,0.773,0.341,0.075,0.107,0.978,0.461,0.306
A0797,0.98,0.991,0.666,0.94,0.081,0.033,0.529,0.7,0.866,0.665,0.541,0.56,0.436,0.886,0.914,0.673,0.379,0.755,0.59,0.8
A0798,0.36,0.292,0.861,0.217,0.823,0.715,0.038,0.514,0.941,0.577,0.533,0.196,0.136,0.895,0.506,0.023,0.049,0.987,0.294,0.474
A0799,0.399,0.908,0.86,0.001,0.441,0.688,0.741,0.657,0.441,0.07,0.283,0.485,0.311,0.815,0.201,0.211,0.632,0.167,0.36,0.01
A0800,0.99,0.054,0.582,0.936,0.69,0.964,0.413,0.426,0.776,0.638,0.321,0.144,0.316,0.558,0.706,0.462,0.21,0.431,0.338,0.769
A0801,0.573,0.581,0.113,0.123,0.849,0.526,0.038,0.689,0.572,0.955,0.134,0.319,0.764,0.406,0.476,0.93,0.176,0.424,0.431,0.646
A0802,0.441,0.585,0.693,0.095,0.413,0.668,0.669,0.949,0.124,0.1,0.252,0.67,0.982,0.018,0.92,0.576,0.441,0.523,0.59,0.758
A0803,0.525,0.713,0.658,0.006,0.406,0.329,0.617,0.968,0.054,0.033,0.731,0.882,0.446,0.768,0.506,0.673,0.896,0.01,0.647,0.103
A0804,0.176,0.409,0.323,0.342,0.968,0.319,0.555,0.671,0.447,0.656,0.704,0.618,0.025,0.657,0.559,0.505,0.298,0.476,0.347,0.715
A0805,0.019,0.906,0.384,0.559,0.881,0.635,0.759,0.283,0.661,0.661,0.846,0.816,0.559,0.043,0.523,0.84,0.405,0.282,0.05,0.384
A0806,0.706,0.063,0.141,0.283,0.397,0.189,0.705,0.816,0.819,0.164,0.937,0.937,0.654,0.724,0.418,0.358,0.697,0.241,0.196,0.333
A0807,0.444,0.705,0.193,0.616,0.103,0.021,0.684,0.78,0.443,0.838,0.823,0.151,0.399,0.797,0.528,0.846,0.628,0.668,0.454,0.759
A0808,0.018,0.589,0.308,0.241,0.373,0.014,0.85,0.92,0.778,0.653,0.073,0.849,0.816,0.609,0.293,0.291,0.307,0.6,0.977,0.312
A0809,0.892,0.781,0.481,0.468,0.982,0.678,0.555,0.807,0.239,0.717,0.536,0.159,0.953,0.366,0.419,0.045,0.331,0.858,0.265,0.768
A0810,0.175,0.677,0.443,0.504,0.935,0.479,0.682,0.986,0.464,0.635,0.235,0.129,0.512,0.878,0.527,0.686,0.263,0.74,0.346,0.566
A0811,0.68,0.007,0.863,0.557,0.32,0.052,0.207,0.294,0.485,0.985,0.285,0.609,0.046,0.047,0.08,0.589,0.611,0.861,0.361,0.01
A0812,0.689,0.613,0.137,0.161,0.305,0.042,0.702,0.186,0.742,0.304,0.358,0.57,0.131,0.218,0.169,0.707,0.404,0.673,0.036,0.95
A0813,0.417,0.18,0.069,0.143,0.336,0.082,0.284,0.479,0.441,0.529,0.377,0.744,0.277,0.399,0.449,0.345,0.784,0.006,0.553,0.832
A0814,0.305,0.25,0.438,0.548,0.823,0.693,0.919,0.184,0.422,0.458,0.382,0.114,0.679,0.836,0.709,0.517,0.083,0.475,0.125,0.808
A0815,0.915,0.604,0.521,0.4,0.889,0.671,0.606,0.465,0.137,0.321,0.37,0.765,0.975,0.159,0.178,0.213,0.424,0.41,0.524,0.164
A0816,0.427,0.715,0.837,0.907,0.964,0.152,0.447,0.809,0.563,0.217,0.398,0.887,0.459,0.878,0.602,0.912,0.007,0.458,0.445,0.914
A0817,0.643,0.905,0.065,0.893,0.358,0.926,0.153,0.018,0.08,0.889,0.626,0.972,0.711,0.263,0.973,0.912,0.957,0.601,0.625,0.519
A0818,0.061,0.164,0.237,0.925,0.992,0.939,0.086,0.731,0.286,0.756,0.566,0.51,0.265,0.32,0.964,0.506,0.312,0.942,0.221,0.416
A0819,0.256,0.244,0.886,0.294,0.412,0.757,0.48,0.176,0.304,0.891,0.62,0.058,0.669,0.994,0.685,0.919,0.908,0.431,0.816,0.337
